Name,Hash,Users,Version,All Hosts,Permissions
SEO Minion,b22467763a890af176efe340a06a3ed7f99f4ff3359f9b339ee00e7933b5c8f1,300000,3,True,"['webRequest', 'declarativeNetRequest', 'webNavigation', 'activeTab', 'tabs', 'scripting', 'storage']"
"Affirm: Buy Now, Pay Later",b27f934dac893071c4cc1892afd64fdf12158ce7af1de4c6e391eba7631eaf29,300000,3,True,"['activeTab', 'alarms', 'contextMenus', 'cookies', 'declarativeNetRequest', 'storage', 'system.cpu', 'system.memory', 'webNavigation', 'webRequest']"
Browser Checkup for Chrome by Doctor,14b0fb877dbb33c1d04fac73baa1ad027c68189722340da8c6f04b9052d6637d,300000,3,True,"['tabs', 'cookies', 'management', 'webRequest', 'storage', 'notifications', 'idle', 'scripting', 'alarms']"
楽天ウェブ検索,e3bf90d7d4fb6152bd8a98ef97c68e6db8ef370cc884bf87771ca31474479d55,300000,3,True,"['cookies', 'tabs', 'webRequest', 'storage', 'alarms']"
video downloader professional,babbb4787f19f37f0c385efd272f42540f1967ca7efdd9998ae07c8a73a6e296,300000,3,True,"['storage', 'webRequest', 'webRequestBlocking', 'tabs', 'downloads', '<all_urls>']"
猫抓,305bdebce657f39db15bedc538b006599723a005950ff2ec4b9b07a9bf16746b,300000,3,True,"['tabs', 'webRequest', 'downloads', 'storage', 'webNavigation', 'alarms', 'declarativeNetRequest', 'scripting']"
Open in VLC™ media player,c7c042f7a63b4e2d469e1e918311bf8d93e55a9282c42b6c628f36ce45206712,300000,3,True,"['storage', 'contextMenus', 'nativeMessaging', 'webRequest', 'scripting']"
Turbo VPN - Secure Free VPN Proxy,7313e7ef9e309d03e46fcd4d180b15429a90f9dd88c1404a9c1496d6d9ff9bf0,200000,3,False,"['proxy', 'storage', 'webRequest', 'webRequestAuthProvider']"
Presto OSM lead extractor,c9111dfdb3b7cba6f7c7adeb8a88f93242e7bf9ff75732fd677a79291e219879,200000,3,True,"['alarms', 'storage', 'unlimitedStorage', 'webRequest']"
Ahrefs SEO Toolbar: On-Page and SERP Tools,4cc71ed9cc73a0f4d649319f5fcf773482f4a6af6de2ee68d07339f1464238b8,200000,3,True,"['tabs', 'storage', 'webNavigation', 'webRequest', 'declarativeNetRequestWithHostAccess', 'identity']"
"Price History, Tracker, Auto Coupon: Buyhatke",0af177efdc32689225f9b7b7bea4b995b9e7c5fdf777458107c7fe2dd65b84d7,200000,3,True,"['contextMenus', 'notifications', 'gcm', 'tabs', 'webRequest', 'cookies', 'storage']"
Proton Pass: Free Password Manager,a14c71cd9dcd577b543935a114d6ed74b8cbcdf19d1e6da40138c763948d1ec0,200000,3,True,"['activeTab', 'alarms', 'scripting', 'storage', 'unlimitedStorage', 'webRequest']"
BeFrugal: Automatic Coupons and Cash Back,d061c3c2a62346c85fa13e88273b9861ce15aeb48bd50d357ebc6a12fdc9d94f,200000,3,True,"['tabs', 'webRequest', 'storage', 'scripting', 'alarms']"
Rapid Rewards Shopping® button,0ec9a384cc6f9c3a29e93a78d9a8f276714676a3591550f974ec2cb745aacfa7,200000,3,True,"['tabs', 'webNavigation', 'webRequest', 'storage', 'unlimitedStorage', 'cookies', 'alarms']"
Browser WatchDog for Chrome,82719def89ccdc628ce33135e4b21611e2de40828ba600d6f11390a8db8b5068,200000,3,True,"['tabs', 'cookies', 'management', 'webRequest', 'storage', 'notifications', 'idle', 'scripting', 'alarms']"
